小区名,成交时间,成交价格,成交单价,挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,总共层数,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,产权年限,配备电梯,链家编号,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,成交价格（历史1）,成交单价（历史1）,成交时间（历史1）,成交价格（历史2）,成交单价（历史2）,成交时间（历史2）,成交价格（历史3）,成交单价（历史3）,成交时间（历史3）,成交价格（历史4）,成交单价（历史4）,成交时间（历史4）,成交价格（历史5）,成交单价（历史5）,成交时间（历史5）,成交价格（历史6）,成交单价（历史6）,成交时间（历史6）,行政区
凯景铭座,2017.07.31 ,1350万,75457,1600,123,0,61,76,11794,4室2厅1厨2卫,顶层,19,178.91,暂无数据,137.92,塔楼,南 东北,2001,精装,钢混结构,集中供暖,两梯六户,70年,有,101101411704,私产,2017-03-30,普通住宅,满五年,非共有,1350,75457,2017-07-31,,,,,,,,,,,,,,,,东城
中海紫御公馆,2017.07.30 ,56万,18667,60,1,0,0,0,暂无数据,车位,地下室,1,30,暂无数据,暂无数据,板塔结合,南,2010,其他,钢混结构,集中供暖,暂无数据,40年,有,101101883992,商品房,2017-07-30,车库,暂无数据,暂无数据,56,18667,2017-07-30,,,,,,,,,,,,,,,,东城
革新南路2号院,2017.07.30 ,380万,65002,385,25,2,27,97,3708,2室1厅1厨1卫,顶层,21,58.46,平层,39,塔楼,东南,1989,其他,混合结构,集中供暖,两梯七户,70年,有,101101782037,已购公房,2017-07-06,普通住宅,暂无数据,非共有,380,65002,2017-07-30,,,,,,,,,,,,,,,,东城
民安小区东直门内北小街,2017.07.30 ,810万,105086,830,124,5,83,151,13684,2室1厅1厨1卫,高楼层,16,77.08,平层,65.27,板楼,东 西,2003,简装,钢混结构,集中供暖,四梯三户,70年,有,101101404508,商品房,2017-03-29,普通住宅,满五年,非共有,810,105086,2017-07-30,,,,,,,,,,,,,,,,东城
东棉花胡同2号院,2017.07.30 ,673万,115756,700,86,1,21,55,3298,2室1厅1厨1卫,底层,5,58.14,平层,暂无数据,板楼,东 西,1985,其他,混合结构,集中供暖,一梯三户,70年,暂无数据,101101550578,私产,2017-05-05,普通住宅,满五年,非共有,673,115756,2017-07-30,,,,,,,,,,,,,,,,东城
富贵园三区,2017.07.30 ,673万,87460,700,125,3,38,88,8166,2室1厅1厨1卫,高楼层,18,76.95,暂无数据,60.72,塔楼,东南,2002,其他,钢混结构,集中供暖,四梯十七户,70年,有,101101398590,二类经济适用房,2017-03-27,普通住宅,暂无数据,共有,673,87460,2017-07-30,,,,,,,,,,,,,,,,东城
中绦胡同甲2号院,2017.07.30 ,617万,104312,650,77,4,37,70,3500,2室1厅1厨1卫,高楼层,6,59.15,平层,暂无数据,板楼,南 北,1985,精装,砖混结构,集中供暖,一梯三户,70年,暂无数据,101101584083,已购公房,2017-05-14,普通住宅,满五年,非共有,617,104312,2017-07-30,,,,,,,,,,,,,,,,东城
胡家园小区,2017.07.30 ,428万,73527,460,30,1,20,137,8001,2室1厅1厨1卫,高楼层,6,58.21,暂无数据,50,板楼,西北,1985,简装,砖混结构,集中供暖,一梯五户,70年,无,101101757128,私产,2017-06-30,普通住宅,满五年,非共有,428,73527,2017-07-30,,,,,,,,,,,,,,,,东城
富莱茵花园,2017.07.29 ,446万,62195,480,7,0,3,0,暂无数据,2室1厅1厨1卫,中楼层,21,71.71,平层,暂无数据,塔楼,西南,1995,简装,钢混结构,集中供暖,两梯十户,70年,有,101101849827,商品房,2017-07-23,普通住宅,暂无数据,非共有,446,62195,2017-07-29,,,,,,,,,,,,,,,,东城
冠城名敦道,2017.07.29 ,428万,81758,450,58,1,2,20,536,1室0厅1厨1卫,高楼层,23,52.35,暂无数据,36.9,塔楼,西,2009,精装,钢混结构,集中供暖,七梯二十三户,70年,有,101101651915,商品房,2017-06-02,普通住宅,满两年,非共有,428,81758,2017-07-29,,,,,,,,,,,,,,,,东城
和平里五区,2017.07.29 ,459万,113138,470,48,0,9,63,1483,1室1厅1厨1卫,中楼层,6,40.57,平层,40,板楼,东南,1996,简装,混合结构,集中供暖,一梯四户,70年,无,101101693524,央产房,2017-06-12,普通住宅,暂无数据,非共有,459,113138,2017-07-29,,,,,,,,,,,,,,,,东城
富莱茵花园,2017.07.29 ,400万,64309,450,121,4,17,209,10828,2室1厅1厨1卫,中楼层,6,62.2,平层,暂无数据,板楼,南 北,1995,简装,混合结构,集中供暖,一梯三户,70年,无,101101411183,央产房,2017-03-30,普通住宅,满五年,非共有,400,64309,2017-07-29,,,,,,,,,,,,,,,,东城
金桥国际,2017.07.29 ,560万,88398,600,145,4,71,122,7346,1室1厅1厨1卫,高楼层,27,63.35,平层,47.64,塔楼,东,2004,精装,钢混结构,集中供暖,四梯十五户,70年,有,101101288881,商品房,2017-03-06,普通住宅,满五年,非共有,560,88398,2017-07-29,,,,,,,,,,,,,,,,东城
安乐林二条,2017.07.29 ,510万,65739,545,22,1,5,35,1265,2室1厅1厨1卫,中楼层,6,77.58,暂无数据,暂无数据,板楼,南 北,1990,简装,混合结构,集中供暖,一梯三户,70年,无,101101786190,已购公房,2017-07-07,普通住宅,满两年,非共有,510,65739,2017-07-29,,,,,,,,,,,,,,,,东城
朝阳门南小街,2017.07.29 ,704万,102924,780,124,6,54,85,7213,2室1厅1厨1卫,中楼层,16,68.4,暂无数据,暂无数据,板塔结合,东 西,2004,精装,钢混结构,自供暖,两梯两户,70年,有,101101399261,商品房,2017-03-28,普通住宅,满五年,非共有,704,102924,2017-07-29,,,,,,,,,,,,,,,,东城
东棉花胡同2号院,2017.07.29 ,758万,118940,779,24,0,45,67,3265,3室1厅1厨1卫,中楼层,5,63.73,暂无数据,63.73,板楼,东 西,1985,简装,混合结构,集中供暖,一梯三户,70年,暂无数据,101101776916,私产,2017-07-05,普通住宅,满五年,非共有,758,118940,2017-07-29,,,,,,,,,,,,,,,,东城
东直门北大街,2017.07.29 ,606万,93088,631,62,1,25,81,5149,2室1厅1厨1卫,低楼层,18,65.1,平层,暂无数据,塔楼,南,1995,精装,钢混结构,集中供暖,两梯七户,70年,有,101101634343,私产,2017-05-28,普通住宅,满五年,非共有,606,93088,2017-07-29,,,,,,,,,,,,,,,,东城
西革新里110号院,2017.07.29 ,296万,66607,319.9,17,0,12,70,2214,1室1厅1厨1卫,顶层,6,44.44,暂无数据,暂无数据,板楼,东,1992,精装,混合结构,集中供暖,一梯十六户,70年,无,101101807250,商品房,2017-07-12,普通住宅,满五年,非共有,296,66607,2017-07-29,,,,,,,,,,,,,,,,东城
永定门东街东里,2017.07.28 ,438万,86493,480,63,0,36,124,5604,2室1厅1厨1卫,低楼层,6,50.64,暂无数据,暂无数据,板楼,南 北,1976,简装,混合结构,集中供暖,一梯三户,70年,无,101101627850,已购公房,2017-05-27,普通住宅,暂无数据,非共有,438,86493,2017-07-28,,,,,,,,,,,,,,,,东城
长青园,2017.07.28 ,640万,70068,699,358,4,42,300,21514,3室2厅1厨2卫,顶层,6,91.34,暂无数据,暂无数据,板楼,南 北,1992,简装,混合结构,集中供暖,一梯两户,70年,无,101100396269,已购公房,2016-08-04,普通住宅,满五年,非共有,640,70068,2017-07-28,,,,,,,,,,,,,,,,东城
北新桥三条1号院,2017.07.28 ,750万,109362,750,4,0,6,19,514,3室1厅1厨1卫,中楼层,5,68.58,暂无数据,65,板楼,南 北,未知,简装,砖混结构,集中供暖,一梯三户,70年,无,101101856368,商品房,2017-07-24,普通住宅,满五年,非共有,750,109362,2017-07-28,,,,,,,,,,,,,,,,东城
东直门南大街,2017.07.28 ,439万,95435,450,29,0,23,0,暂无数据,1室1厅1厨1卫,低楼层,18,46,暂无数据,38,板塔结合,南,1990,简装,钢混结构,集中供暖,两梯十户,70年,有,101101756377,商品房,2017-06-30,普通住宅,暂无数据,非共有,439,95435,2017-07-28,,,,,,,,,,,,,,,,东城
和平里六区,2017.07.27 ,780万,103600,855,59,1,31,12,402,2室1厅1厨1卫,中楼层,18,75.29,暂无数据,暂无数据,塔楼,南 西 北,1993,简装,钢混结构,集中供暖,两梯七户,70年,有,101101638798,央产房,2017-05-30,普通住宅,满五年,非共有,780,103600,2017-07-27,,,,,,,,,,,,,,,,东城
广渠家园,2017.07.27 ,612万,98172,640,39,0,36,90,4877,2室1厅1厨1卫,高楼层,18,62.34,平层,48.69,板楼,东 西,2009,精装,钢混结构,集中供暖,一梯三户,70年,有,101101714141,二类经济适用房,2017-06-18,普通住宅,满两年,非共有,612,98172,2017-07-27,,,,,,,,,,,,,,,,东城
中海紫御公馆,2017.07.27 ,70万,23916,70,3,0,0,0,暂无数据,车位,地下室,1,29.27,暂无数据,11.5,板塔结合,北,2010,精装,钢混结构,集中供暖,暂无数据,40年,有,101101855782,商品房,2017-07-24,车库,暂无数据,共有,70,23916,2017-07-27,,,,,,,,,,,,,,,,东城
后拐棒胡同甲2号院,2017.07.27 ,1120万,91917,1280,19,0,70,0,暂无数据,4室1厅2厨2卫,中楼层,6,121.85,平层,暂无数据,板楼,南 北,1988,简装,混合结构,集中供暖,一梯两户,70年,无,101101790553,已购公房,2017-07-08,普通住宅,暂无数据,非共有,1120,91917,2017-07-27,,,,,,,,,,,,,,,,东城
西水井胡同,2017.07.26 ,695万,92729,715,151,6,79,173,11589,2室1厅1厨1卫,中楼层,16,74.95,平层,暂无数据,板塔结合,东 西,2003,精装,钢混结构,集中供暖,三梯两户,70年,有,101101244022,商品房,2017-02-26,普通住宅,满五年,非共有,695,92729,2017-07-26,,,,,,,,,,,,,,,,东城
安外大街80号院,2017.07.26 ,620万,88915,660,8,0,23,12,233,3室1厅1厨1卫,低楼层,6,69.73,暂无数据,69.73,板楼,南 北,1990,简装,混合结构,集中供暖,一梯两户,70年,无,101101832172,商品房,2017-07-19,普通住宅,暂无数据,非共有,620,88915,2017-07-26,,,,,,,,,,,,,,,,东城
朝阳门内大街,2017.07.26 ,635万,97051,640,42,3,87,139,5620,3室1厅1厨1卫,中楼层,6,65.43,暂无数据,暂无数据,板楼,东 南 北,1991,简装,混合结构,集中供暖,一梯两户,70年,无,101101700753,商品房,2017-06-15,普通住宅,暂无数据,非共有,635,97051,2017-07-26,,,,,,,,,,,,,,,,东城
幸福北里,2017.07.26 ,328万,104692,350,21,0,3,38,1736,1室1厅1厨1卫,中楼层,4,31.33,暂无数据,24,板楼,东 西,1970,简装,砖木结构,暂无数据,一梯六户,70年,无,101101781001,商品房,2017-07-06,普通住宅,满五年,非共有,328,104692,2017-07-26,,,,,,,,,,,,,,,,东城
国瑞城中区,2017.07.26 ,690万,101011,700,28,0,5,81,3261,2室1厅1厨1卫,中楼层,16,68.31,暂无数据,54.24,板塔结合,东,2006,精装,钢混结构,集中供暖,两梯六户,70年,有,101101749538,私产,2017-06-28,普通住宅,满五年,非共有,690,101011,2017-07-26,,,,,,,,,,,,,,,,东城
法华南里,2017.07.26 ,430万,90413,470,108,0,101,145,9809,1室1厅1厨1卫,中楼层,6,47.56,平层,暂无数据,板楼,东,1993,简装,混合结构,集中供暖,一梯四户,70年,无,101101453474,已购公房,2017-04-09,普通住宅,满五年,非共有,430,90413,2017-07-26,,,,,,,,,,,,,,,,东城
中海紫御公馆,2017.07.25 ,2230万,108590,2300,5,0,3,0,暂无数据,4室2厅1厨2卫,低楼层,21,205.36,暂无数据,172.73,板塔结合,南 北,2010,精装,钢混结构,集中供暖,两梯三户,70年,有,101101843617,商品房,2017-07-21,普通住宅,满两年,共有,2230,108590,2017-07-25,,,,,,,,,,,,,,,,东城
帽儿胡同45号院,2017.07.25 ,600万,145526,620,83,2,36,1,18,2室1厅1厨1卫,中楼层,5,41.23,暂无数据,41.23,板楼,南,未知,简装,砖混结构,集中供暖,一梯三户,70年,无,101101543475,央产房,2017-05-03,普通住宅,满五年,非共有,600,145526,2017-07-25,,,,,,,,,,,,,,,,东城
富贵园三区,2017.07.24 ,900万,93682,960,44,2,57,86,6074,3室1厅1厨1卫,中楼层,18,96.07,暂无数据,76.38,塔楼,东南,2002,精装,钢混结构,集中供暖,四梯十六户,70年,有,101101686867,商品房,2017-06-11,普通住宅,满五年,非共有,900,93682,2017-07-24,248,25815,2012-03-05,,,,,,,,,,,,,东城
安乐林中街,2017.07.24 ,402万,57519,480,60,1,21,78,4961,3室1厅1厨1卫,顶层,6,69.89,暂无数据,暂无数据,板楼,南 北,1980,毛坯,混合结构,集中供暖,一梯四户,70年,无,101101622850,已购公房,2017-05-26,普通住宅,暂无数据,非共有,402,57519,2017-07-24,,,,,,,,,,,,,,,,东城
西革新里124号,2017.07.24 ,347万,68254,366,33,1,17,173,4912,2室1厅1厨1卫,顶层,6,50.84,暂无数据,36,板楼,南 北,1981,其他,混合结构,集中供暖,一梯三户,70年,无,101101726590,已购公房,2017-06-22,普通住宅,满五年,非共有,347,68254,2017-07-24,,,,,,,,,,,,,,,,东城
国瑞城东区,2017.07.24 ,725万,105043,770,21,0,19,20,1115,3室1厅1厨1卫,中楼层,16,69.02,暂无数据,55.01,板塔结合,西,2006,简装,钢混结构,集中供暖,两梯九户,70年,有,101101772188,商品房,2017-07-03,普通住宅,满五年,非共有,725,105043,2017-07-24,,,,,,,,,,,,,,,,东城
青年湖东里,2017.07.24 ,400万,95420,430,40,2,30,79,1872,1室1厅1厨1卫,底层,6,41.92,暂无数据,1,板楼,南,1982,简装,砖混结构,集中供暖,一梯三户,70年,无,101101698851,私产,2017-06-14,普通住宅,满五年,非共有,400,95420,2017-07-24,,,,,,,,,,,,,,,,东城
板厂南里,2017.07.23 ,490万,95816,548,53,2,29,43,3952,2室0厅1厨1卫,中楼层,5,51.14,暂无数据,暂无数据,板楼,东 西,1980,简装,混合结构,集中供暖,一梯三户,70年,无,101101647774,商品房,2017-06-01,普通住宅,满五年,非共有,490,95816,2017-07-23,,,,,,,,,,,,,,,,东城
东花市北里中区,2017.07.23 ,550万,95239,577,50,3,2,140,5181,2室1厅1厨1卫,低楼层,6,57.75,平层,57,板楼,南 北,1994,精装,混合结构,暂无数据,一梯两户,70年,无,101101660040,商品房,2017-06-04,普通住宅,满五年,非共有,550,95239,2017-07-23,,,,,,,,,,,,,,,,东城
丽水湾畔家园,2017.07.23 ,880万,89888,960,37,1,4,0,暂无数据,2室1厅1厨1卫,高楼层,21,97.9,暂无数据,78.8,塔楼,东,2002,精装,钢混结构,集中供暖,两梯八户,70年,有,101101706146,商品房,2017-06-16,普通住宅,满五年,非共有,880,89888,2017-07-23,,,,,,,,,,,,,,,,东城
交道口北二条35号院,2017.07.23 ,600万,117740,670,106,2,81,97,4368,2室1厅1厨1卫,底层,6,50.96,暂无数据,43,板楼,南 北,1988,简装,混合结构,集中供暖,一梯两户,70年,无,101101452648,已购公房,2017-04-09,普通住宅,暂无数据,非共有,600,117740,2017-07-23,,,,,,,,,,,,,,,,东城
安外大街,2017.07.23 ,739万,90420,768,63,3,43,83,4498,3室1厅1厨1卫,低楼层,16,81.73,暂无数据,1,板楼,东北,1994,其他,钢混结构,集中供暖,两梯十六户,70年,有,101101607396,商品房,2017-05-21,普通住宅,满五年,共有,739,90420,2017-07-23,210,25695,2011-10-28,,,,,,,,,,,,,东城
沙滩南巷,2017.07.23 ,550万,101702,590,55,1,16,92,4514,2室1厅1厨1卫,底层,5,54.08,暂无数据,暂无数据,板楼,南 北,1985,简装,砖混结构,暂无数据,一梯三户,70年,暂无数据,101101637103,已购公房,2017-05-29,普通住宅,满五年,非共有,550,101702,2017-07-23,,,,,,,,,,,,,,,,东城
和平里六区,2017.07.23 ,538万,105491,570,3,0,3,2,13,1室1厅1厨1卫,高楼层,18,51,平层,40,塔楼,东南,1993,简装,钢混结构,集中供暖,两梯七户,70年,有,101101840807,商品房,2017-07-21,普通住宅,满五年,共有,538,105491,2017-07-23,,,,,,,,,,,,,,,,东城
京禧阁,2017.07.22 ,735万,103976,775,99,1,33,30,1994,1室1厅1厨1卫,低楼层,22,70.69,暂无数据,57.99,塔楼,东,2013,精装,钢混结构,集中供暖,四梯十户,70年,有,101101475279,商品房,2017-04-15,普通住宅,暂无数据,非共有,735,103976,2017-07-22,,,,,,,,,,,,,,,,东城
幸福北里,2017.07.22 ,448万,97817,450,6,0,16,7,324,2室1厅1厨1卫,中楼层,6,45.8,暂无数据,32,板楼,南 北,1985,精装,混合结构,集中供暖,一梯四户,70年,无,101101823557,已购公房,2017-07-16,普通住宅,满五年,非共有,448,97817,2017-07-22,,,,,,,,,,,,,,,,东城
和平里三区,2017.07.21 ,430万,105990,440,4,0,17,41,899,1室1厅1厨1卫,底层,6,40.57,暂无数据,32,板楼,西,1996,精装,混合结构,集中供暖,一梯四户,70年,无,101101828971,央产房,2017-07-18,普通住宅,暂无数据,非共有,430,105990,2017-07-21,,,,,,,,,,,,,,,,东城
左安浦园,2017.07.21 ,500万,82237,516,92,2,65,190,10503,2室1厅1厨1卫,中楼层,16,60.8,暂无数据,50.65,板塔结合,东南,2004,简装,钢混结构,自供暖,三梯十二户,70年,有,101101496818,一类经济适用房,2017-04-20,普通住宅,满五年,非共有,500,82237,2017-07-21,,,,,,,,,,,,,,,,东城
民旺园,2017.07.21 ,530万,82273,560,70,3,43,198,9427,2室1厅1厨1卫,中楼层,4,64.42,暂无数据,暂无数据,板楼,南 北,1999,简装,混合结构,集中供暖,一梯五户,70年,无,101101573868,央产房,2017-05-12,普通住宅,暂无数据,共有,530,82273,2017-07-21,,,,,,,,,,,,,,,,东城
安德路47号院,2017.07.21 ,415万,91471,450,1,0,0,0,暂无数据,1室1厅1厨1卫,高楼层,6,45.37,暂无数据,暂无数据,板楼,南,1990,精装,砖混结构,集中供暖,一梯两户,70年,无,101101840342,商品房,2017-07-20,普通住宅,暂无数据,非共有,415,91471,2017-07-21,,,,,,,,,,,,,,,,东城
水上华城,2017.07.20 ,573万,100298,600,6,0,3,13,443,1室0厅1厨1卫,中楼层,24,57.13,暂无数据,44.86,板塔结合,西南,2008,其他,钢混结构,集中供暖,三梯七户,70年,有,101101819937,商品房,2017-07-15,普通住宅,满五年,非共有,573,100298,2017-07-20,,,,,,,,,,,,,,,,东城
安贞苑50号院,2017.07.20 ,626万,95108,668,5,0,6,3,147,2室1厅1厨1卫,中楼层,6,65.82,暂无数据,暂无数据,板楼,南 北,1996,简装,混合结构,集中供暖,一梯两户,70年,无,101101822752,商品房,2017-07-16,普通住宅,满五年,共有,626,95108,2017-07-20,,,,,,,,,,,,,,,,东城
东环居苑,2017.07.20 ,632万,104343,740,468,15,160,176,11251,1室1厅1厨1卫,中楼层,22,60.57,平层,48.58,塔楼,南,2004,精装,钢混结构,集中供暖,三梯十一户,70年,有,101091946987,商品房,2016-04-08,普通住宅,满两年,非共有,632,104343,2017-07-20,,,,,,,,,,,,,,,,东城
万国城MOMA,2017.07.19 ,30万,23772,30,1,0,0,0,暂无数据,车位,地下室,1,12.62,暂无数据,暂无数据,暂无数据,北,2002,毛坯,钢混结构,集中供暖,暂无数据,70年,有,101101835022,商品房,2017-07-19,车库,满五年,非共有,30,23772,2017-07-19,,,,,,,,,,,,,,,,东城
和平里五区,2017.07.19 ,430万,105990,450,37,1,9,0,8,1室1厅1厨1卫,低楼层,6,40.57,暂无数据,47,板楼,南,1996,其他,混合结构,集中供暖,一梯四户,70年,无,101101694282,央产房,2017-06-13,普通住宅,满五年,非共有,430,105990,2017-07-19,,,,,,,,,,,,,,,,东城
湖景苑,2017.07.19 ,1050万,127366,1070,74,2,81,115,10005,2室1厅1厨1卫,高楼层,10,82.44,暂无数据,75,板塔结合,南 北,1999,简装,钢混结构,集中供暖,两梯十户,70年,有,101101556786,私产,2017-05-07,普通住宅,满五年,非共有,1050,127366,2017-07-19,,,,,,,,,,,,,,,,东城
管村10号,2017.07.19 ,343万,69575,360,6,0,2,0,暂无数据,2室1厅1厨1卫,顶层,6,49.3,暂无数据,暂无数据,板楼,西南,1980,其他,混合结构,集中供暖,一梯三户,70年,无,101101813671,已购公房,2017-07-14,普通住宅,暂无数据,暂无数据,343,69575,2017-07-19,,,,,,,,,,,,,,,,东城
左安浦园,2017.07.19 ,405万,81736,460,162,2,95,1,427,1室1厅1厨1卫,中楼层,14,49.55,平层,暂无数据,板塔结合,西南,2004,简装,钢混结构,自供暖,两梯七户,70年,有,101101127344,二类经济适用房,2017-02-07,普通住宅,暂无数据,非共有,405,81736,2017-07-19,,,,,,,,,,,,,,,,东城
安化北里,2017.07.19 ,560万,98436,568,11,0,19,35,1921,3室1厅1厨1卫,中楼层,6,56.89,暂无数据,暂无数据,板楼,南 西 北,1970,精装,混合结构,集中供暖,一梯三户,70年,无,101101789974,已购公房,2017-07-08,普通住宅,满五年,非共有,560,98436,2017-07-19,,,,,,,,,,,,,,,,东城
和平里七区,2017.07.18 ,518万,100020,543,53,2,39,127,4935,2室1厅1厨1卫,顶层,5,51.79,暂无数据,38.94,板楼,南,1982,简装,砖混结构,集中供暖,一梯三户,70年,无,101101623566,央产房,2017-05-26,普通住宅,满五年,非共有,518,100020,2017-07-18,,,,,,,,,,,,,,,,东城
十字坡东里,2017.07.18 ,683万,96429,750,134,6,25,43,3354,3室1厅1厨1卫,高楼层,6,70.83,平层,暂无数据,板楼,南 北,1986,精装,混合结构,集中供暖,一梯三户,70年,无,101101291167,已购公房,2017-03-07,普通住宅,满五年,非共有,683,96429,2017-07-18,,,,,,,,,,,,,,,,东城
